YEAR,NEIGHBORHOOD_CLUSTER,OFFENSE,SHIFT,NUMBER_OF_CRIMES
2010,Cluster 29,BURGLARY,DAY,8
2010,Cluster 29,HOMICIDE,MIDNIGHT,1
2010,Cluster 29,MOTOR VEHICLE THEFT,DAY,10
2010,Cluster 29,MOTOR VEHICLE THEFT,EVENING,6
2010,Cluster 29,MOTOR VEHICLE THEFT,MIDNIGHT,4
2010,Cluster 29,ROBBERY,EVENING,5
2010,Cluster 29,ROBBERY,DAY,3
2010,Cluster 29,ROBBERY,MIDNIGHT,3
2010,Cluster 29,THEFT F/AUTO,EVENING,11
2010,Cluster 29,THEFT F/AUTO,DAY,8
2010,Cluster 29,THEFT F/AUTO,MIDNIGHT,2
2010,Cluster 29,THEFT/OTHER,DAY,12
2010,Cluster 29,THEFT/OTHER,MIDNIGHT,6
2010,Cluster 29,THEFT/OTHER,EVENING,3
2010,Cluster 3,ARSON,MIDNIGHT,1
2010,Cluster 3,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,29
2010,Cluster 3,ASSAULT W/DANGEROUS WEAPON,EVENING,15
2010,Cluster 3,ASSAULT W/DANGEROUS WEAPON,DAY,13
2010,Cluster 3,BURGLARY,EVENING,42
2010,Cluster 3,BURGLARY,DAY,32
2010,Cluster 3,BURGLARY,MIDNIGHT,14
2010,Cluster 3,HOMICIDE,MIDNIGHT,7
2010,Cluster 3,MOTOR VEHICLE THEFT,DAY,29
2010,Cluster 3,MOTOR VEHICLE THEFT,EVENING,28
2010,Cluster 3,MOTOR VEHICLE THEFT,MIDNIGHT,26
2010,Cluster 3,ROBBERY,EVENING,62
2010,Cluster 3,ROBBERY,MIDNIGHT,61
2010,Cluster 3,ROBBERY,DAY,29
2010,Cluster 3,SEX ABUSE,MIDNIGHT,5
2010,Cluster 3,SEX ABUSE,EVENING,1
2010,Cluster 3,THEFT F/AUTO,EVENING,177
2010,Cluster 3,THEFT F/AUTO,DAY,144
2010,Cluster 3,THEFT F/AUTO,MIDNIGHT,95
2010,Cluster 3,THEFT/OTHER,EVENING,127
2010,Cluster 3,THEFT/OTHER,DAY,100
2010,Cluster 3,THEFT/OTHER,MIDNIGHT,50
2010,Cluster 30,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,17
2010,Cluster 30,ASSAULT W/DANGEROUS WEAPON,EVENING,16
2010,Cluster 30,ASSAULT W/DANGEROUS WEAPON,DAY,11
2010,Cluster 30,BURGLARY,EVENING,39
2010,Cluster 30,BURGLARY,DAY,27
2010,Cluster 30,BURGLARY,MIDNIGHT,10
2010,Cluster 30,HOMICIDE,MIDNIGHT,1
2010,Cluster 30,MOTOR VEHICLE THEFT,DAY,47
2010,Cluster 30,MOTOR VEHICLE THEFT,EVENING,30
2010,Cluster 30,MOTOR VEHICLE THEFT,MIDNIGHT,15
2010,Cluster 30,ROBBERY,EVENING,37
2010,Cluster 30,ROBBERY,DAY,17
2010,Cluster 30,ROBBERY,MIDNIGHT,14
2010,Cluster 30,SEX ABUSE,DAY,1
2010,Cluster 30,SEX ABUSE,EVENING,1
2010,Cluster 30,SEX ABUSE,MIDNIGHT,1
2010,Cluster 30,THEFT F/AUTO,DAY,52
2010,Cluster 30,THEFT F/AUTO,EVENING,26
2010,Cluster 30,THEFT F/AUTO,MIDNIGHT,11
2010,Cluster 30,THEFT/OTHER,EVENING,34
2010,Cluster 30,THEFT/OTHER,DAY,22
2010,Cluster 30,THEFT/OTHER,MIDNIGHT,14
2010,Cluster 31,ARSON,EVENING,3
2010,Cluster 31,ARSON,MIDNIGHT,2
2010,Cluster 31,ARSON,DAY,1
2010,Cluster 31,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,47
2010,Cluster 31,ASSAULT W/DANGEROUS WEAPON,EVENING,46
2010,Cluster 31,ASSAULT W/DANGEROUS WEAPON,DAY,14
2010,Cluster 31,BURGLARY,EVENING,110
2010,Cluster 31,BURGLARY,DAY,49
2010,Cluster 31,BURGLARY,MIDNIGHT,29
2010,Cluster 31,HOMICIDE,MIDNIGHT,10
2010,Cluster 31,MOTOR VEHICLE THEFT,DAY,89
2010,Cluster 31,MOTOR VEHICLE THEFT,EVENING,75
2010,Cluster 31,MOTOR VEHICLE THEFT,MIDNIGHT,26
2010,Cluster 31,ROBBERY,EVENING,58
2010,Cluster 31,ROBBERY,DAY,37
2010,Cluster 31,ROBBERY,MIDNIGHT,37
2010,Cluster 31,SEX ABUSE,MIDNIGHT,3
2010,Cluster 31,SEX ABUSE,DAY,1
2010,Cluster 31,SEX ABUSE,EVENING,1
2010,Cluster 31,THEFT F/AUTO,DAY,78
2010,Cluster 31,THEFT F/AUTO,EVENING,64
2010,Cluster 31,THEFT F/AUTO,MIDNIGHT,23
2010,Cluster 31,THEFT/OTHER,EVENING,106
2010,Cluster 31,THEFT/OTHER,DAY,43
2010,Cluster 31,THEFT/OTHER,MIDNIGHT,27
2010,Cluster 32,ARSON,MIDNIGHT,2
2010,Cluster 32,ARSON,EVENING,1
2010,Cluster 32,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,33
2010,Cluster 32,ASSAULT W/DANGEROUS WEAPON,EVENING,28
2010,Cluster 32,ASSAULT W/DANGEROUS WEAPON,DAY,21
2010,Cluster 32,BURGLARY,EVENING,62
2010,Cluster 32,BURGLARY,DAY,24
2010,Cluster 32,BURGLARY,MIDNIGHT,23
2010,Cluster 32,HOMICIDE,MIDNIGHT,3
2010,Cluster 32,MOTOR VEHICLE THEFT,DAY,81
2010,Cluster 32,MOTOR VEHICLE THEFT,EVENING,53
2010,Cluster 32,MOTOR VEHICLE THEFT,MIDNIGHT,37
2010,Cluster 32,ROBBERY,EVENING,50
2010,Cluster 32,ROBBERY,DAY,28
2010,Cluster 32,ROBBERY,MIDNIGHT,28
2010,Cluster 32,SEX ABUSE,EVENING,3
2010,Cluster 32,SEX ABUSE,DAY,2
2010,Cluster 32,THEFT F/AUTO,DAY,66
2010,Cluster 32,THEFT F/AUTO,EVENING,41
2010,Cluster 32,THEFT F/AUTO,MIDNIGHT,17
2010,Cluster 32,THEFT/OTHER,EVENING,101
2010,Cluster 32,THEFT/OTHER,DAY,51
2010,Cluster 32,THEFT/OTHER,MIDNIGHT,18
2010,Cluster 33,ARSON,DAY,1
2010,Cluster 33,ARSON,EVENING,1
2010,Cluster 33,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,47
2010,Cluster 33,ASSAULT W/DANGEROUS WEAPON,EVENING,37
2010,Cluster 33,ASSAULT W/DANGEROUS WEAPON,DAY,22
2010,Cluster 33,BURGLARY,EVENING,51
2010,Cluster 33,BURGLARY,DAY,34
2010,Cluster 33,BURGLARY,MIDNIGHT,18
2010,Cluster 33,HOMICIDE,MIDNIGHT,7
2010,Cluster 33,MOTOR VEHICLE THEFT,DAY,91
2010,Cluster 33,MOTOR VEHICLE THEFT,EVENING,68
2010,Cluster 33,MOTOR VEHICLE THEFT,MIDNIGHT,38
2010,Cluster 33,ROBBERY,EVENING,71
2010,Cluster 33,ROBBERY,MIDNIGHT,41
2010,Cluster 33,ROBBERY,DAY,35
2010,Cluster 33,SEX ABUSE,EVENING,3
2010,Cluster 33,SEX ABUSE,MIDNIGHT,2
2010,Cluster 33,THEFT F/AUTO,DAY,79
2010,Cluster 33,THEFT F/AUTO,EVENING,52
2010,Cluster 33,THEFT F/AUTO,MIDNIGHT,22
2010,Cluster 33,THEFT/OTHER,EVENING,84
2010,Cluster 33,THEFT/OTHER,DAY,55
2010,Cluster 33,THEFT/OTHER,MIDNIGHT,17
2010,Cluster 34,ARSON,DAY,1
2010,Cluster 34,ASSAULT W/DANGEROUS WEAPON,EVENING,28
2010,Cluster 34,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,20
2010,Cluster 34,ASSAULT W/DANGEROUS WEAPON,DAY,13
2010,Cluster 34,BURGLARY,EVENING,34
2010,Cluster 34,BURGLARY,DAY,25
2010,Cluster 34,BURGLARY,MIDNIGHT,19
2010,Cluster 34,HOMICIDE,MIDNIGHT,3
2010,Cluster 34,MOTOR VEHICLE THEFT,DAY,77
2010,Cluster 34,MOTOR VEHICLE THEFT,EVENING,47
2010,Cluster 34,MOTOR VEHICLE THEFT,MIDNIGHT,27
2010,Cluster 34,ROBBERY,EVENING,31
2010,Cluster 34,ROBBERY,MIDNIGHT,25
2010,Cluster 34,ROBBERY,DAY,16
2010,Cluster 34,SEX ABUSE,EVENING,1
2010,Cluster 34,THEFT F/AUTO,DAY,103
2010,Cluster 34,THEFT F/AUTO,EVENING,52
2010,Cluster 34,THEFT F/AUTO,MIDNIGHT,19
2010,Cluster 34,THEFT/OTHER,EVENING,64
2010,Cluster 34,THEFT/OTHER,DAY,44
2010,Cluster 34,THEFT/OTHER,MIDNIGHT,22
2010,Cluster 35,ASSAULT W/DANGEROUS WEAPON,DAY,7
2010,Cluster 35,ASSAULT W/DANGEROUS WEAPON,EVENING,7
2010,Cluster 35,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,3
2010,Cluster 35,BURGLARY,DAY,12
2010,Cluster 35,BURGLARY,EVENING,12
2010,Cluster 35,BURGLARY,MIDNIGHT,3
2010,Cluster 35,HOMICIDE,MIDNIGHT,1
2010,Cluster 35,MOTOR VEHICLE THEFT,DAY,42
2010,Cluster 35,MOTOR VEHICLE THEFT,EVENING,21
2010,Cluster 35,MOTOR VEHICLE THEFT,MIDNIGHT,16
2010,Cluster 35,ROBBERY,EVENING,17
2010,Cluster 35,ROBBERY,DAY,15
2010,Cluster 35,ROBBERY,MIDNIGHT,15
2010,Cluster 35,THEFT F/AUTO,DAY,30
2010,Cluster 35,THEFT F/AUTO,EVENING,20
2010,Cluster 35,THEFT F/AUTO,MIDNIGHT,9
2010,Cluster 35,THEFT/OTHER,EVENING,24
2010,Cluster 35,THEFT/OTHER,DAY,21
2010,Cluster 35,THEFT/OTHER,MIDNIGHT,3
2010,Cluster 36,ARSON,DAY,1
2010,Cluster 36,ARSON,EVENING,1
2010,Cluster 36,ARSON,MIDNIGHT,1
2010,Cluster 36,ASSAULT W/DANGEROUS WEAPON,EVENING,26
2010,Cluster 36,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,26
2010,Cluster 36,ASSAULT W/DANGEROUS WEAPON,DAY,11
2010,Cluster 36,BURGLARY,EVENING,38
2010,Cluster 36,BURGLARY,DAY,27
2010,Cluster 36,BURGLARY,MIDNIGHT,20
2010,Cluster 36,HOMICIDE,MIDNIGHT,6
2010,Cluster 36,MOTOR VEHICLE THEFT,DAY,24
2010,Cluster 36,MOTOR VEHICLE THEFT,EVENING,16
2010,Cluster 36,MOTOR VEHICLE THEFT,MIDNIGHT,8
2010,Cluster 36,ROBBERY,EVENING,26
2010,Cluster 36,ROBBERY,MIDNIGHT,22
2010,Cluster 36,ROBBERY,DAY,14
2010,Cluster 36,SEX ABUSE,DAY,1
2010,Cluster 36,SEX ABUSE,EVENING,1
2010,Cluster 36,THEFT F/AUTO,DAY,28
2010,Cluster 36,THEFT F/AUTO,EVENING,21
2010,Cluster 36,THEFT F/AUTO,MIDNIGHT,9
2010,Cluster 36,THEFT/OTHER,DAY,28
2010,Cluster 36,THEFT/OTHER,EVENING,16
2010,Cluster 36,THEFT/OTHER,MIDNIGHT,6
2010,Cluster 37,ARSON,MIDNIGHT,1
2010,Cluster 37,ASSAULT W/DANGEROUS WEAPON,EVENING,38
2010,Cluster 37,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,33
2010,Cluster 37,ASSAULT W/DANGEROUS WEAPON,DAY,19
2010,Cluster 37,BURGLARY,EVENING,60
2010,Cluster 37,BURGLARY,DAY,31
2010,Cluster 37,BURGLARY,MIDNIGHT,16
2010,Cluster 37,HOMICIDE,MIDNIGHT,5
2010,Cluster 37,MOTOR VEHICLE THEFT,DAY,67
2010,Cluster 37,MOTOR VEHICLE THEFT,MIDNIGHT,30
2010,Cluster 37,MOTOR VEHICLE THEFT,EVENING,22
2010,Cluster 37,ROBBERY,EVENING,32
2010,Cluster 37,ROBBERY,MIDNIGHT,17
2010,Cluster 37,ROBBERY,DAY,14
2010,Cluster 37,SEX ABUSE,DAY,1
2010,Cluster 37,THEFT F/AUTO,DAY,36
2010,Cluster 37,THEFT F/AUTO,EVENING,27
2010,Cluster 37,THEFT F/AUTO,MIDNIGHT,10
2010,Cluster 37,THEFT/OTHER,EVENING,31
2010,Cluster 37,THEFT/OTHER,DAY,13
2010,Cluster 37,THEFT/OTHER,MIDNIGHT,9
2010,Cluster 38,ARSON,DAY,3
2010,Cluster 38,ARSON,MIDNIGHT,2
2010,Cluster 38,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,41
2010,Cluster 38,ASSAULT W/DANGEROUS WEAPON,EVENING,37
2010,Cluster 38,ASSAULT W/DANGEROUS WEAPON,DAY,29
2010,Cluster 38,BURGLARY,EVENING,94
2010,Cluster 38,BURGLARY,DAY,46
2010,Cluster 38,BURGLARY,MIDNIGHT,37
2010,Cluster 38,HOMICIDE,MIDNIGHT,8
2010,Cluster 38,MOTOR VEHICLE THEFT,DAY,77
2010,Cluster 38,MOTOR VEHICLE THEFT,EVENING,38
2010,Cluster 38,MOTOR VEHICLE THEFT,MIDNIGHT,25
2010,Cluster 38,ROBBERY,EVENING,61
2010,Cluster 38,ROBBERY,MIDNIGHT,57
2010,Cluster 38,ROBBERY,DAY,24
2010,Cluster 38,SEX ABUSE,EVENING,2
2010,Cluster 38,SEX ABUSE,DAY,1
2010,Cluster 38,THEFT F/AUTO,DAY,58
2010,Cluster 38,THEFT F/AUTO,EVENING,41
2010,Cluster 38,THEFT F/AUTO,MIDNIGHT,19
2010,Cluster 38,THEFT/OTHER,DAY,59
2010,Cluster 38,THEFT/OTHER,EVENING,52
2010,Cluster 38,THEFT/OTHER,MIDNIGHT,14
2010,Cluster 39,ARSON,DAY,3
2010,Cluster 39,ARSON,MIDNIGHT,2
2010,Cluster 39,ARSON,EVENING,1
2010,Cluster 39,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,103
2010,Cluster 39,ASSAULT W/DANGEROUS WEAPON,EVENING,91
2010,Cluster 39,ASSAULT W/DANGEROUS WEAPON,DAY,51
2010,Cluster 39,BURGLARY,EVENING,264
2010,Cluster 39,BURGLARY,DAY,137
2010,Cluster 39,BURGLARY,MIDNIGHT,118
2010,Cluster 39,HOMICIDE,MIDNIGHT,21
2010,Cluster 39,MOTOR VEHICLE THEFT,DAY,143
2010,Cluster 39,MOTOR VEHICLE THEFT,EVENING,108
2010,Cluster 39,MOTOR VEHICLE THEFT,MIDNIGHT,60
2010,Cluster 39,ROBBERY,EVENING,98
2010,Cluster 39,ROBBERY,MIDNIGHT,82
2010,Cluster 39,ROBBERY,DAY,58
2010,Cluster 39,SEX ABUSE,DAY,3
2010,Cluster 39,SEX ABUSE,EVENING,2
2010,Cluster 39,SEX ABUSE,MIDNIGHT,2
2010,Cluster 39,THEFT F/AUTO,DAY,155
2010,Cluster 39,THEFT F/AUTO,EVENING,96
2010,Cluster 39,THEFT F/AUTO,MIDNIGHT,36
2010,Cluster 39,THEFT/OTHER,EVENING,136
2010,Cluster 39,THEFT/OTHER,DAY,106
2010,Cluster 39,THEFT/OTHER,MIDNIGHT,30
2010,Cluster 4,ASSAULT W/DANGEROUS WEAPON,EVENING,9
2010,Cluster 4,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,7
2010,Cluster 4,ASSAULT W/DANGEROUS WEAPON,DAY,3
2010,Cluster 4,BURGLARY,DAY,37
2010,Cluster 4,BURGLARY,EVENING,20
2010,Cluster 4,BURGLARY,MIDNIGHT,13
2010,Cluster 4,MOTOR VEHICLE THEFT,EVENING,16
2010,Cluster 4,MOTOR VEHICLE THEFT,DAY,14
2010,Cluster 4,MOTOR VEHICLE THEFT,MIDNIGHT,5
2010,Cluster 4,ROBBERY,EVENING,29
2010,Cluster 4,ROBBERY,DAY,14
2010,Cluster 4,ROBBERY,MIDNIGHT,12
2010,Cluster 4,SEX ABUSE,DAY,5
2010,Cluster 4,SEX ABUSE,MIDNIGHT,3
2010,Cluster 4,SEX ABUSE,EVENING,2
2010,Cluster 4,THEFT F/AUTO,EVENING,57
2010,Cluster 4,THEFT F/AUTO,DAY,55
2010,Cluster 4,THEFT F/AUTO,MIDNIGHT,9
2010,Cluster 4,THEFT/OTHER,EVENING,354
2010,Cluster 4,THEFT/OTHER,DAY,171
2010,Cluster 4,THEFT/OTHER,MIDNIGHT,40
2010,Cluster 5,ASSAULT W/DANGEROUS WEAPON,EVENING,4
2010,Cluster 5,ASSAULT W/DANGEROUS WEAPON,DAY,3
2010,Cluster 5,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,2
2010,Cluster 5,BURGLARY,DAY,24
2010,Cluster 5,BURGLARY,EVENING,19
2010,Cluster 5,BURGLARY,MIDNIGHT,11
2010,Cluster 5,HOMICIDE,MIDNIGHT,1
2010,Cluster 5,MOTOR VEHICLE THEFT,EVENING,12
2010,Cluster 5,MOTOR VEHICLE THEFT,MIDNIGHT,3
2010,Cluster 5,MOTOR VEHICLE THEFT,DAY,2
2010,Cluster 5,ROBBERY,EVENING,19
2010,Cluster 5,ROBBERY,DAY,8
2010,Cluster 5,ROBBERY,MIDNIGHT,7
2010,Cluster 5,SEX ABUSE,MIDNIGHT,4
2010,Cluster 5,SEX ABUSE,DAY,1
2010,Cluster 5,SEX ABUSE,EVENING,1
2010,Cluster 5,THEFT F/AUTO,EVENING,33
2010,Cluster 5,THEFT F/AUTO,MIDNIGHT,22
2010,Cluster 5,THEFT F/AUTO,DAY,20
2010,Cluster 5,THEFT/OTHER,EVENING,160
2010,Cluster 5,THEFT/OTHER,DAY,106
2010,Cluster 5,THEFT/OTHER,MIDNIGHT,27
2010,Cluster 6,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,22
2010,Cluster 6,ASSAULT W/DANGEROUS WEAPON,EVENING,13
2010,Cluster 6,ASSAULT W/DANGEROUS WEAPON,DAY,5
2010,Cluster 6,BURGLARY,DAY,88
2010,Cluster 6,BURGLARY,EVENING,41
2010,Cluster 6,BURGLARY,MIDNIGHT,24
2010,Cluster 6,MOTOR VEHICLE THEFT,EVENING,44
2010,Cluster 6,MOTOR VEHICLE THEFT,DAY,37
2010,Cluster 6,MOTOR VEHICLE THEFT,MIDNIGHT,13
2010,Cluster 6,ROBBERY,EVENING,68
2010,Cluster 6,ROBBERY,MIDNIGHT,61
2010,Cluster 6,ROBBERY,DAY,40
2010,Cluster 6,SEX ABUSE,MIDNIGHT,4
2010,Cluster 6,SEX ABUSE,DAY,1
2010,Cluster 6,SEX ABUSE,EVENING,1
2010,Cluster 6,THEFT F/AUTO,EVENING,177
2010,Cluster 6,THEFT F/AUTO,DAY,173
2010,Cluster 6,THEFT F/AUTO,MIDNIGHT,113
2010,Cluster 6,THEFT/OTHER,EVENING,510
2010,Cluster 6,THEFT/OTHER,DAY,372
2010,Cluster 6,THEFT/OTHER,MIDNIGHT,87
2010,Cluster 7,ARSON,DAY,1
2010,Cluster 7,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,23
2010,Cluster 7,ASSAULT W/DANGEROUS WEAPON,EVENING,13
2010,Cluster 7,ASSAULT W/DANGEROUS WEAPON,DAY,6
2010,Cluster 7,BURGLARY,EVENING,44
2010,Cluster 7,BURGLARY,DAY,34
2010,Cluster 7,BURGLARY,MIDNIGHT,13
2010,Cluster 7,HOMICIDE,MIDNIGHT,1
2010,Cluster 7,MOTOR VEHICLE THEFT,DAY,32
2010,Cluster 7,MOTOR VEHICLE THEFT,EVENING,22
2010,Cluster 7,MOTOR VEHICLE THEFT,MIDNIGHT,8
2010,Cluster 7,ROBBERY,EVENING,60
2010,Cluster 7,ROBBERY,MIDNIGHT,47
2010,Cluster 7,ROBBERY,DAY,24
2010,Cluster 7,SEX ABUSE,DAY,4
2010,Cluster 7,SEX ABUSE,MIDNIGHT,2
2010,Cluster 7,THEFT F/AUTO,EVENING,145
2010,Cluster 7,THEFT F/AUTO,DAY,121
2010,Cluster 7,THEFT F/AUTO,MIDNIGHT,40
2010,Cluster 7,THEFT/OTHER,EVENING,153
2010,Cluster 7,THEFT/OTHER,DAY,115
2010,Cluster 7,THEFT/OTHER,MIDNIGHT,33
2010,Cluster 8,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,36
2010,Cluster 8,ASSAULT W/DANGEROUS WEAPON,EVENING,31
2010,Cluster 8,ASSAULT W/DANGEROUS WEAPON,DAY,23
2010,Cluster 8,BURGLARY,DAY,35
2010,Cluster 8,BURGLARY,EVENING,19
2010,Cluster 8,BURGLARY,MIDNIGHT,13
2010,Cluster 8,HOMICIDE,MIDNIGHT,2
2010,Cluster 8,MOTOR VEHICLE THEFT,EVENING,48
2010,Cluster 8,MOTOR VEHICLE THEFT,DAY,21
2010,Cluster 8,MOTOR VEHICLE THEFT,MIDNIGHT,18
2010,Cluster 8,ROBBERY,EVENING,81
2010,Cluster 8,ROBBERY,MIDNIGHT,69
2010,Cluster 8,ROBBERY,DAY,46
2010,Cluster 8,SEX ABUSE,MIDNIGHT,7
2010,Cluster 8,SEX ABUSE,DAY,2
2010,Cluster 8,SEX ABUSE,EVENING,2
2010,Cluster 8,THEFT F/AUTO,EVENING,201
2010,Cluster 8,THEFT F/AUTO,DAY,122
2010,Cluster 8,THEFT F/AUTO,MIDNIGHT,108
2010,Cluster 8,THEFT/OTHER,EVENING,478
2010,Cluster 8,THEFT/OTHER,DAY,345
2010,Cluster 8,THEFT/OTHER,MIDNIGHT,82
2010,Cluster 9,ASSAULT W/DANGEROUS WEAPON,EVENING,16
2010,Cluster 9,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,15
2010,Cluster 9,ASSAULT W/DANGEROUS WEAPON,DAY,8
2010,Cluster 9,BURGLARY,DAY,16
2010,Cluster 9,BURGLARY,EVENING,16
2010,Cluster 9,BURGLARY,MIDNIGHT,7
2010,Cluster 9,HOMICIDE,MIDNIGHT,3
2010,Cluster 9,MOTOR VEHICLE THEFT,DAY,22
2010,Cluster 9,MOTOR VEHICLE THEFT,EVENING,16
2010,Cluster 9,MOTOR VEHICLE THEFT,MIDNIGHT,6
2010,Cluster 9,ROBBERY,MIDNIGHT,22
2010,Cluster 9,ROBBERY,EVENING,16
2010,Cluster 9,ROBBERY,DAY,9
2010,Cluster 9,SEX ABUSE,DAY,2
2010,Cluster 9,SEX ABUSE,EVENING,1
2010,Cluster 9,THEFT F/AUTO,EVENING,57
2010,Cluster 9,THEFT F/AUTO,DAY,44
2010,Cluster 9,THEFT F/AUTO,MIDNIGHT,16
2010,Cluster 9,THEFT/OTHER,DAY,84
2010,Cluster 9,THEFT/OTHER,EVENING,77
2010,Cluster 9,THEFT/OTHER,MIDNIGHT,11
2011,Cluster 1,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,30
2011,Cluster 1,ASSAULT W/DANGEROUS WEAPON,EVENING,8
2011,Cluster 1,ASSAULT W/DANGEROUS WEAPON,DAY,3
2011,Cluster 1,BURGLARY,EVENING,39
2011,Cluster 1,BURGLARY,DAY,18
2011,Cluster 1,BURGLARY,MIDNIGHT,8
2011,Cluster 1,HOMICIDE,MIDNIGHT,2
2011,Cluster 1,MOTOR VEHICLE THEFT,DAY,27
2011,Cluster 1,MOTOR VEHICLE THEFT,EVENING,25
2011,Cluster 1,MOTOR VEHICLE THEFT,MIDNIGHT,13
2011,Cluster 1,ROBBERY,MIDNIGHT,78
2011,Cluster 1,ROBBERY,EVENING,32
2011,Cluster 1,ROBBERY,DAY,12
2011,Cluster 1,SEX ABUSE,EVENING,4
2011,Cluster 1,SEX ABUSE,MIDNIGHT,1
2011,Cluster 1,THEFT F/AUTO,DAY,202
2011,Cluster 1,THEFT F/AUTO,EVENING,117
2011,Cluster 1,THEFT F/AUTO,MIDNIGHT,89
2011,Cluster 1,THEFT/OTHER,EVENING,155
2011,Cluster 1,THEFT/OTHER,DAY,117
2011,Cluster 1,THEFT/OTHER,MIDNIGHT,40
2011,Cluster 10,ASSAULT W/DANGEROUS WEAPON,DAY,2
2011,Cluster 10,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,2
2011,Cluster 10,ASSAULT W/DANGEROUS WEAPON,EVENING,1
2011,Cluster 10,BURGLARY,DAY,13
2011,Cluster 10,BURGLARY,EVENING,13
2011,Cluster 10,BURGLARY,MIDNIGHT,1
2011,Cluster 10,MOTOR VEHICLE THEFT,DAY,7
2011,Cluster 10,MOTOR VEHICLE THEFT,EVENING,3
2011,Cluster 10,MOTOR VEHICLE THEFT,MIDNIGHT,2
2011,Cluster 10,ROBBERY,EVENING,7
2011,Cluster 10,ROBBERY,DAY,4
2011,Cluster 10,ROBBERY,MIDNIGHT,2
2011,Cluster 10,THEFT F/AUTO,DAY,93
2011,Cluster 10,THEFT F/AUTO,EVENING,43
2011,Cluster 10,THEFT F/AUTO,MIDNIGHT,8
2011,Cluster 10,THEFT/OTHER,EVENING,42
2011,Cluster 10,THEFT/OTHER,DAY,33
2011,Cluster 10,THEFT/OTHER,MIDNIGHT,3
2011,Cluster 11,ASSAULT W/DANGEROUS WEAPON,EVENING,6
2011,Cluster 11,ASSAULT W/DANGEROUS WEAPON,DAY,1
2011,Cluster 11,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,1
2011,Cluster 11,BURGLARY,DAY,24
2011,Cluster 11,BURGLARY,EVENING,22
2011,Cluster 11,BURGLARY,MIDNIGHT,9
2011,Cluster 11,MOTOR VEHICLE THEFT,DAY,12
2011,Cluster 11,MOTOR VEHICLE THEFT,EVENING,8
2011,Cluster 11,MOTOR VEHICLE THEFT,MIDNIGHT,1
2011,Cluster 11,ROBBERY,EVENING,15
2011,Cluster 11,ROBBERY,MIDNIGHT,7
2011,Cluster 11,ROBBERY,DAY,3
2011,Cluster 11,SEX ABUSE,EVENING,2
2011,Cluster 11,THEFT F/AUTO,DAY,79
2011,Cluster 11,THEFT F/AUTO,EVENING,62
2011,Cluster 11,THEFT F/AUTO,MIDNIGHT,8
2011,Cluster 11,THEFT/OTHER,EVENING,169
2011,Cluster 11,THEFT/OTHER,DAY,96
2011,Cluster 11,THEFT/OTHER,MIDNIGHT,7
2011,Cluster 12,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,1
2011,Cluster 12,BURGLARY,EVENING,19
2011,Cluster 12,BURGLARY,DAY,13
2011,Cluster 12,BURGLARY,MIDNIGHT,7
2011,Cluster 12,MOTOR VEHICLE THEFT,DAY,4
2011,Cluster 12,MOTOR VEHICLE THEFT,EVENING,2
2011,Cluster 12,MOTOR VEHICLE THEFT,MIDNIGHT,1
2011,Cluster 12,ROBBERY,MIDNIGHT,2
2011,Cluster 12,ROBBERY,DAY,1
2011,Cluster 12,ROBBERY,EVENING,1
2011,Cluster 12,THEFT F/AUTO,DAY,41
2011,Cluster 12,THEFT F/AUTO,EVENING,26
2011,Cluster 12,THEFT F/AUTO,MIDNIGHT,8
2011,Cluster 12,THEFT/OTHER,EVENING,70
2011,Cluster 12,THEFT/OTHER,DAY,41
2011,Cluster 12,THEFT/OTHER,MIDNIGHT,4
2011,Cluster 13,ASSAULT W/DANGEROUS WEAPON,DAY,1
2011,Cluster 13,BURGLARY,DAY,21
2011,Cluster 13,BURGLARY,EVENING,7
2011,Cluster 13,BURGLARY,MIDNIGHT,5
2011,Cluster 13,MOTOR VEHICLE THEFT,DAY,16
2011,Cluster 13,MOTOR VEHICLE THEFT,EVENING,4
2011,Cluster 13,ROBBERY,EVENING,2
2011,Cluster 13,ROBBERY,MIDNIGHT,2
2011,Cluster 13,SEX ABUSE,EVENING,1
2011,Cluster 13,THEFT F/AUTO,DAY,68
