,Year,Neighborhood Cluster,Offense,Neighborhoods,Median Price,Number of Crimes
980,2011,Cluster 10,Theft f/Auto,"Hawthorne, Barnaby Woods, Chevy Chase",820000,144
981,2011,Cluster 10,Theft/Other,"Hawthorne, Barnaby Woods, Chevy Chase",820000,78
982,2011,Cluster 11,Assault w/Dangerous Weapon,"Friendship Heights, American University Park, Tenleytown",830000,8
983,2011,Cluster 11,Burglary,"Friendship Heights, American University Park, Tenleytown",830000,55
984,2011,Cluster 11,Motor Vehicle Theft,"Friendship Heights, American University Park, Tenleytown",830000,21
985,2011,Cluster 11,Robbery,"Friendship Heights, American University Park, Tenleytown",830000,25
986,2011,Cluster 11,Sex Abuse,"Friendship Heights, American University Park, Tenleytown",830000,2
987,2011,Cluster 11,Theft f/Auto,"Friendship Heights, American University Park, Tenleytown",830000,149
988,2011,Cluster 11,Theft/Other,"Friendship Heights, American University Park, Tenleytown",830000,272
989,2011,Cluster 12,Assault w/Dangerous Weapon,"North Cleveland Park, Forest Hills, Van Ness",980000,1
990,2011,Cluster 12,Burglary,"North Cleveland Park, Forest Hills, Van Ness",980000,39
991,2011,Cluster 12,Motor Vehicle Theft,"North Cleveland Park, Forest Hills, Van Ness",980000,7
992,2011,Cluster 12,Robbery,"North Cleveland Park, Forest Hills, Van Ness",980000,4
993,2011,Cluster 12,Theft f/Auto,"North Cleveland Park, Forest Hills, Van Ness",980000,75
994,2011,Cluster 12,Theft/Other,"North Cleveland Park, Forest Hills, Van Ness",980000,115
995,2011,Cluster 13,Assault w/Dangerous Weapon,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1095000,1
996,2011,Cluster 13,Burglary,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1095000,33
997,2011,Cluster 13,Motor Vehicle Theft,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1095000,20
998,2011,Cluster 13,Robbery,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1095000,4
999,2011,Cluster 13,Sex Abuse,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1095000,1
1000,2011,Cluster 13,Theft f/Auto,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1095000,104
1001,2011,Cluster 13,Theft/Other,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1095000,98
1002,2011,Cluster 14,Assault w/Dangerous Weapon,"Cathedral Heights, McLean Gardens, Glover Park",815000,9
1003,2011,Cluster 14,Burglary,"Cathedral Heights, McLean Gardens, Glover Park",815000,35
1004,2011,Cluster 14,Motor Vehicle Theft,"Cathedral Heights, McLean Gardens, Glover Park",815000,18
1005,2011,Cluster 14,Robbery,"Cathedral Heights, McLean Gardens, Glover Park",815000,11
1006,2011,Cluster 14,Sex Abuse,"Cathedral Heights, McLean Gardens, Glover Park",815000,1
1007,2011,Cluster 14,Theft f/Auto,"Cathedral Heights, McLean Gardens, Glover Park",815000,68
1008,2011,Cluster 14,Theft/Other,"Cathedral Heights, McLean Gardens, Glover Park",815000,129
1009,2011,Cluster 15,Assault w/Dangerous Weapon,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1102500,3
1010,2011,Cluster 15,Burglary,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1102500,54
1011,2011,Cluster 15,Motor Vehicle Theft,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1102500,15
1012,2011,Cluster 15,Robbery,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1102500,24
1013,2011,Cluster 15,Sex Abuse,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1102500,2
1014,2011,Cluster 15,Theft f/Auto,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1102500,207
1015,2011,Cluster 15,Theft/Other,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1102500,148
1016,2011,Cluster 16,Assault w/Dangerous Weapon,"Colonial Village, Shepherd Park, North Portal Estates",605000,6
1017,2011,Cluster 16,Burglary,"Colonial Village, Shepherd Park, North Portal Estates",605000,15
1018,2011,Cluster 16,Motor Vehicle Theft,"Colonial Village, Shepherd Park, North Portal Estates",605000,15
1019,2011,Cluster 16,Robbery,"Colonial Village, Shepherd Park, North Portal Estates",605000,8
1020,2011,Cluster 16,Theft f/Auto,"Colonial Village, Shepherd Park, North Portal Estates",605000,109
1021,2011,Cluster 16,Theft/Other,"Colonial Village, Shepherd Park, North Portal Estates",605000,25
1022,2011,Cluster 17,Arson,"Takoma, Brightwood, Manor Park",378500,1
1023,2011,Cluster 17,Assault w/Dangerous Weapon,"Takoma, Brightwood, Manor Park",378500,48
1024,2011,Cluster 17,Burglary,"Takoma, Brightwood, Manor Park",378500,87
1025,2011,Cluster 17,Homicide,"Takoma, Brightwood, Manor Park",378500,1
1026,2011,Cluster 17,Motor Vehicle Theft,"Takoma, Brightwood, Manor Park",378500,123
1027,2011,Cluster 17,Robbery,"Takoma, Brightwood, Manor Park",378500,96
1028,2011,Cluster 17,Sex Abuse,"Takoma, Brightwood, Manor Park",378500,1
1029,2011,Cluster 17,Theft f/Auto,"Takoma, Brightwood, Manor Park",378500,274
1030,2011,Cluster 17,Theft/Other,"Takoma, Brightwood, Manor Park",378500,231
1031,2011,Cluster 18,Arson,"Brightwood Park, Crestwood, Petworth",420000,3
1032,2011,Cluster 18,Assault w/Dangerous Weapon,"Brightwood Park, Crestwood, Petworth",420000,112
1033,2011,Cluster 18,Burglary,"Brightwood Park, Crestwood, Petworth",420000,209
1034,2011,Cluster 18,Homicide,"Brightwood Park, Crestwood, Petworth",420000,9
1035,2011,Cluster 18,Motor Vehicle Theft,"Brightwood Park, Crestwood, Petworth",420000,155
1036,2011,Cluster 18,Robbery,"Brightwood Park, Crestwood, Petworth",420000,175
1037,2011,Cluster 18,Sex Abuse,"Brightwood Park, Crestwood, Petworth",420000,14
1038,2011,Cluster 18,Theft f/Auto,"Brightwood Park, Crestwood, Petworth",420000,395
1039,2011,Cluster 18,Theft/Other,"Brightwood Park, Crestwood, Petworth",420000,457
1040,2011,Cluster 19,Assault w/Dangerous Weapon,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",270275,29
1041,2011,Cluster 19,Burglary,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",270275,41
1042,2011,Cluster 19,Homicide,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",270275,3
1043,2011,Cluster 19,Motor Vehicle Theft,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",270275,95
1044,2011,Cluster 19,Robbery,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",270275,38
1045,2011,Cluster 19,Sex Abuse,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",270275,3
1046,2011,Cluster 19,Theft f/Auto,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",270275,125
1047,2011,Cluster 19,Theft/Other,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",270275,58
1048,2011,Cluster 20,Assault w/Dangerous Weapon,"North Michigan Park, Michigan Park, University Heights",305000,15
1049,2011,Cluster 20,Burglary,"North Michigan Park, Michigan Park, University Heights",305000,38
1050,2011,Cluster 20,Homicide,"North Michigan Park, Michigan Park, University Heights",305000,1
1051,2011,Cluster 20,Motor Vehicle Theft,"North Michigan Park, Michigan Park, University Heights",305000,60
1052,2011,Cluster 20,Robbery,"North Michigan Park, Michigan Park, University Heights",305000,53
1053,2011,Cluster 20,Theft f/Auto,"North Michigan Park, Michigan Park, University Heights",305000,141
1054,2011,Cluster 20,Theft/Other,"North Michigan Park, Michigan Park, University Heights",305000,94
1055,2011,Cluster 21,Arson,"Edgewood, Bloomingdale, Truxton Circle, Eckington",425000,1
1056,2011,Cluster 21,Assault w/Dangerous Weapon,"Edgewood, Bloomingdale, Truxton Circle, Eckington",425000,92
1057,2011,Cluster 21,Burglary,"Edgewood, Bloomingdale, Truxton Circle, Eckington",425000,220
1058,2011,Cluster 21,Homicide,"Edgewood, Bloomingdale, Truxton Circle, Eckington",425000,8
1059,2011,Cluster 21,Motor Vehicle Theft,"Edgewood, Bloomingdale, Truxton Circle, Eckington",425000,131
1060,2011,Cluster 21,Robbery,"Edgewood, Bloomingdale, Truxton Circle, Eckington",425000,172
1061,2011,Cluster 21,Sex Abuse,"Edgewood, Bloomingdale, Truxton Circle, Eckington",425000,5
1062,2011,Cluster 21,Theft f/Auto,"Edgewood, Bloomingdale, Truxton Circle, Eckington",425000,297
1063,2011,Cluster 21,Theft/Other,"Edgewood, Bloomingdale, Truxton Circle, Eckington",425000,252
1064,2011,Cluster 22,Arson,"Brookland, Brentwood, Langdon",360000,4
1065,2011,Cluster 22,Assault w/Dangerous Weapon,"Brookland, Brentwood, Langdon",360000,86
1066,2011,Cluster 22,Burglary,"Brookland, Brentwood, Langdon",360000,101
1067,2011,Cluster 22,Homicide,"Brookland, Brentwood, Langdon",360000,2
1068,2011,Cluster 22,Motor Vehicle Theft,"Brookland, Brentwood, Langdon",360000,143
1069,2011,Cluster 22,Robbery,"Brookland, Brentwood, Langdon",360000,101
1070,2011,Cluster 22,Sex Abuse,"Brookland, Brentwood, Langdon",360000,4
1071,2011,Cluster 22,Theft f/Auto,"Brookland, Brentwood, Langdon",360000,346
1072,2011,Cluster 22,Theft/Other,"Brookland, Brentwood, Langdon",360000,235
1073,2011,Cluster 23,Arson,"Ivy City, Arboretum, Trinidad, Carver Langston",215000,5
1074,2011,Cluster 23,Assault w/Dangerous Weapon,"Ivy City, Arboretum, Trinidad, Carver Langston",215000,126
1075,2011,Cluster 23,Burglary,"Ivy City, Arboretum, Trinidad, Carver Langston",215000,194
1076,2011,Cluster 23,Homicide,"Ivy City, Arboretum, Trinidad, Carver Langston",215000,14
1077,2011,Cluster 23,Motor Vehicle Theft,"Ivy City, Arboretum, Trinidad, Carver Langston",215000,129
1078,2011,Cluster 23,Robbery,"Ivy City, Arboretum, Trinidad, Carver Langston",215000,115
1079,2011,Cluster 23,Sex Abuse,"Ivy City, Arboretum, Trinidad, Carver Langston",215000,9
1080,2011,Cluster 23,Theft f/Auto,"Ivy City, Arboretum, Trinidad, Carver Langston",215000,290
1081,2011,Cluster 23,Theft/Other,"Ivy City, Arboretum, Trinidad, Carver Langston",215000,248
1082,2011,Cluster 24,Assault w/Dangerous Weapon,"Woodridge, Fort Lincoln, Gateway",337500,15
1083,2011,Cluster 24,Burglary,"Woodridge, Fort Lincoln, Gateway",337500,26
1084,2011,Cluster 24,Motor Vehicle Theft,"Woodridge, Fort Lincoln, Gateway",337500,82
1085,2011,Cluster 24,Robbery,"Woodridge, Fort Lincoln, Gateway",337500,34
1086,2011,Cluster 24,Sex Abuse,"Woodridge, Fort Lincoln, Gateway",337500,3
1087,2011,Cluster 24,Theft f/Auto,"Woodridge, Fort Lincoln, Gateway",337500,172
1088,2011,Cluster 24,Theft/Other,"Woodridge, Fort Lincoln, Gateway",337500,57
1089,2011,Cluster 25,Arson,"Union Station, Stanton Park, Kingman Park",479250,2
1090,2011,Cluster 25,Assault w/Dangerous Weapon,"Union Station, Stanton Park, Kingman Park",479250,71
1091,2011,Cluster 25,Burglary,"Union Station, Stanton Park, Kingman Park",479250,176
1092,2011,Cluster 25,Homicide,"Union Station, Stanton Park, Kingman Park",479250,5
1093,2011,Cluster 25,Motor Vehicle Theft,"Union Station, Stanton Park, Kingman Park",479250,153
1094,2011,Cluster 25,Robbery,"Union Station, Stanton Park, Kingman Park",479250,211
1095,2011,Cluster 25,Sex Abuse,"Union Station, Stanton Park, Kingman Park",479250,8
1096,2011,Cluster 25,Theft f/Auto,"Union Station, Stanton Park, Kingman Park",479250,553
1097,2011,Cluster 25,Theft/Other,"Union Station, Stanton Park, Kingman Park",479250,549
1098,2011,Cluster 26,Arson,"Capitol Hill, Lincoln Park",587000,3
1099,2011,Cluster 26,Assault w/Dangerous Weapon,"Capitol Hill, Lincoln Park",587000,43
1100,2011,Cluster 26,Burglary,"Capitol Hill, Lincoln Park",587000,128
1101,2011,Cluster 26,Motor Vehicle Theft,"Capitol Hill, Lincoln Park",587000,106
1102,2011,Cluster 26,Robbery,"Capitol Hill, Lincoln Park",587000,123
1103,2011,Cluster 26,Sex Abuse,"Capitol Hill, Lincoln Park",587000,6
1104,2011,Cluster 26,Theft f/Auto,"Capitol Hill, Lincoln Park",587000,509
1105,2011,Cluster 26,Theft/Other,"Capitol Hill, Lincoln Park",587000,485
1106,2011,Cluster 27,Assault w/Dangerous Weapon,"Near Southeast, Navy Yard",783663,9
1107,2011,Cluster 27,Burglary,"Near Southeast, Navy Yard",783663,8
1108,2011,Cluster 27,Motor Vehicle Theft,"Near Southeast, Navy Yard",783663,17
1109,2011,Cluster 27,Robbery,"Near Southeast, Navy Yard",783663,6
1110,2011,Cluster 27,Sex Abuse,"Near Southeast, Navy Yard",783663,1
1111,2011,Cluster 27,Theft f/Auto,"Near Southeast, Navy Yard",783663,46
1112,2011,Cluster 27,Theft/Other,"Near Southeast, Navy Yard",783663,73
1113,2011,Cluster 28,Arson,Historic Anacostia,199999,2
1114,2011,Cluster 28,Assault w/Dangerous Weapon,Historic Anacostia,199999,59
1115,2011,Cluster 28,Burglary,Historic Anacostia,199999,80
1116,2011,Cluster 28,Homicide,Historic Anacostia,199999,3
1117,2011,Cluster 28,Motor Vehicle Theft,Historic Anacostia,199999,60
1118,2011,Cluster 28,Robbery,Historic Anacostia,199999,56
1119,2011,Cluster 28,Sex Abuse,Historic Anacostia,199999,2
1120,2011,Cluster 28,Theft f/Auto,Historic Anacostia,199999,67
1121,2011,Cluster 28,Theft/Other,Historic Anacostia,199999,76
1122,2011,Cluster 29,Arson,"Eastland Gardens, Kenilworth",212250,1
1123,2011,Cluster 29,Assault w/Dangerous Weapon,"Eastland Gardens, Kenilworth",212250,8
1124,2011,Cluster 29,Burglary,"Eastland Gardens, Kenilworth",212250,15
1125,2011,Cluster 29,Homicide,"Eastland Gardens, Kenilworth",212250,1
1126,2011,Cluster 29,Motor Vehicle Theft,"Eastland Gardens, Kenilworth",212250,12
1127,2011,Cluster 29,Robbery,"Eastland Gardens, Kenilworth",212250,11
1128,2011,Cluster 29,Theft f/Auto,"Eastland Gardens, Kenilworth",212250,15
1129,2011,Cluster 29,Theft/Other,"Eastland Gardens, Kenilworth",212250,18
1130,2011,Cluster 30,Arson,"Mayfair, Hillbrook, Mahaning Heights",203450,3
1131,2011,Cluster 30,Assault w/Dangerous Weapon,"Mayfair, Hillbrook, Mahaning Heights",203450,63
1132,2011,Cluster 30,Burglary,"Mayfair, Hillbrook, Mahaning Heights",203450,30
1133,2011,Cluster 30,Homicide,"Mayfair, Hillbrook, Mahaning Heights",203450,2
1134,2011,Cluster 30,Motor Vehicle Theft,"Mayfair, Hillbrook, Mahaning Heights",203450,81
1135,2011,Cluster 30,Robbery,"Mayfair, Hillbrook, Mahaning Heights",203450,73
1136,2011,Cluster 30,Sex Abuse,"Mayfair, Hillbrook, Mahaning Heights",203450,1
1137,2011,Cluster 30,Theft f/Auto,"Mayfair, Hillbrook, Mahaning Heights",203450,69
1138,2011,Cluster 30,Theft/Other,"Mayfair, Hillbrook, Mahaning Heights",203450,100
1139,2011,Cluster 31,Arson,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",200000,4
1140,2011,Cluster 31,Assault w/Dangerous Weapon,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",200000,127
1141,2011,Cluster 31,Burglary,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",200000,139
1142,2011,Cluster 31,Homicide,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",200000,9
1143,2011,Cluster 31,Motor Vehicle Theft,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",200000,186
1144,2011,Cluster 31,Robbery,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",200000,121
1145,2011,Cluster 31,Sex Abuse,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",200000,6
1146,2011,Cluster 31,Theft f/Auto,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",200000,208
1147,2011,Cluster 31,Theft/Other,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",200000,202
1148,2011,Cluster 32,Arson,"River Terrace, Benning, Greenway, Dupont Park",199000,2
1149,2011,Cluster 32,Assault w/Dangerous Weapon,"River Terrace, Benning, Greenway, Dupont Park",199000,90
1150,2011,Cluster 32,Burglary,"River Terrace, Benning, Greenway, Dupont Park",199000,105
1151,2011,Cluster 32,Homicide,"River Terrace, Benning, Greenway, Dupont Park",199000,5
1152,2011,Cluster 32,Motor Vehicle Theft,"River Terrace, Benning, Greenway, Dupont Park",199000,139
1153,2011,Cluster 32,Robbery,"River Terrace, Benning, Greenway, Dupont Park",199000,116
1154,2011,Cluster 32,Sex Abuse,"River Terrace, Benning, Greenway, Dupont Park",199000,5
1155,2011,Cluster 32,Theft f/Auto,"River Terrace, Benning, Greenway, Dupont Park",199000,108
1156,2011,Cluster 32,Theft/Other,"River Terrace, Benning, Greenway, Dupont Park",199000,207
1157,2011,Cluster 33,Assault w/Dangerous Weapon,"Capitol View, Marshall Heights, Benning Heights",239700,89
1158,2011,Cluster 33,Burglary,"Capitol View, Marshall Heights, Benning Heights",239700,145
1159,2011,Cluster 33,Homicide,"Capitol View, Marshall Heights, Benning Heights",239700,4
1160,2011,Cluster 33,Motor Vehicle Theft,"Capitol View, Marshall Heights, Benning Heights",239700,171
1161,2011,Cluster 33,Robbery,"Capitol View, Marshall Heights, Benning Heights",239700,137
1162,2011,Cluster 33,Sex Abuse,"Capitol View, Marshall Heights, Benning Heights",239700,6
1163,2011,Cluster 33,Theft f/Auto,"Capitol View, Marshall Heights, Benning Heights",239700,168
1164,2011,Cluster 33,Theft/Other,"Capitol View, Marshall Heights, Benning Heights",239700,163
1165,2011,Cluster 34,Arson,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",247000,1
1166,2011,Cluster 34,Assault w/Dangerous Weapon,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",247000,95
1167,2011,Cluster 34,Burglary,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",247000,98
1168,2011,Cluster 34,Homicide,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",247000,4
1169,2011,Cluster 34,Motor Vehicle Theft,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",247000,126
1170,2011,Cluster 34,Robbery,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",247000,83
1171,2011,Cluster 34,Sex Abuse,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",247000,6
1172,2011,Cluster 34,Theft f/Auto,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",247000,191
1173,2011,Cluster 34,Theft/Other,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",247000,150
1174,2011,Cluster 35,Arson,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",342500,1
1175,2011,Cluster 35,Assault w/Dangerous Weapon,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",342500,24
1176,2011,Cluster 35,Burglary,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",342500,42
1177,2011,Cluster 35,Motor Vehicle Theft,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",342500,55
1178,2011,Cluster 35,Robbery,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",342500,49
1179,2011,Cluster 35,Theft f/Auto,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",342500,59
1180,2011,Cluster 35,Theft/Other,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",342500,74
1181,2011,Cluster 36,Assault w/Dangerous Weapon,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",249900,58
1182,2011,Cluster 36,Burglary,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",249900,92
1183,2011,Cluster 36,Homicide,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",249900,3
1184,2011,Cluster 36,Motor Vehicle Theft,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",249900,41
1185,2011,Cluster 36,Robbery,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",249900,76
1186,2011,Cluster 36,Sex Abuse,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",249900,6
1187,2011,Cluster 36,Theft f/Auto,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",249900,34
